,artwork_url,attachments_uri,bpm,comment_count,commentable,created_at,download_count,download_url,downloadable,duration,embeddable_by,favoritings_count,genre,id,isrc,key_signature,kind,label_id,label_name,last_modified,license,likes_count,original_content_size,original_format,permalink,permalink_url,playback_count,purchase_title,purchase_url,release,release_day,release_month,release_year,reposts_count,sharing,state,stream_url,streamable,tag_list,title,track_type,uri,user,user_favorite,user_id,user_playback_count,video_url,waveform_url
0,https://i1.sndcdn.com/artworks-000077576650-6qetx5-large.jpg,https://api.soundcloud.com/tracks/146454848/attachments,,308,True,2014/04/25 18:20:55 +0000,22050,https://api.soundcloud.com/tracks/146454848/download,True,204845,all,0,Hip Hop,146454848,,,track,,,2017/03/11 23:55:55 +0000,all-rights-reserved,18044,3276782,mp3,foot-work-remix,https://soundcloud.com/iceberg305/foot-work-remix,0,,,,,,,4228,public,finished,https://api.soundcloud.com/tracks/146454848/stream,True,"chad ""ice berg"" ""lil dred""",FootWork (Remix) : Chad x Ice Berg x Lil Dred,original,https://api.soundcloud.com/tracks/146454848,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000252964308-0m2wio-large.jpg', 'id': 5221700, 'last_modified': '2017/11/28 13:19:18 +0000', 'permalink_url': 'http://soundcloud.com/iceberg305', 'uri': 'https://api.soundcloud.com/users/5221700', 'username': 'iceberg305', 'permalink': 'iceberg305', 'kind': 'user'}",False,5221700,,,https://w1.sndcdn.com/zVrtahBTKPNL_m.png
1,https://i1.sndcdn.com/artworks-000184743186-49vtxb-large.jpg,https://api.soundcloud.com/tracks/237568245/attachments,,39,True,2015/12/14 22:08:24 +0000,99,,False,125920,all,0,Jersey Khan,237568245,,,track,,,2016/10/17 16:00:10 +0000,all-rights-reserved,16539,3450338,mp3,8-dj-telly-tellz-footwork-challenge-instagram-djtellytellz,https://soundcloud.com/dj-telly-tellz-new-account/8-dj-telly-tellz-footwork-challenge-instagram-djtellytellz,0,,https://itunes.apple.com/us/album/jersey-khan-feat.-dj-809/id1069372319,,,,,997,public,finished,https://api.soundcloud.com/tracks/237568245/stream,True,,DJ Telly Tellz - Footwork Challenge (Instagram @djtellytellz),,https://api.soundcloud.com/tracks/237568245,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000334971491-dyv3yd-large.jpg', 'id': 162413106, 'last_modified': '2017/10/10 03:37:12 +0000', 'permalink_url': 'http://soundcloud.com/dj-telly-tellz-new-account', 'uri': 'https://api.soundcloud.com/users/162413106', 'username': 'DJ Telly Tellz', 'permalink': 'dj-telly-tellz-new-account', 'kind': 'user'}",False,162413106,,,https://w1.sndcdn.com/D5aBlRF7Zm84_m.png
2,,https://api.soundcloud.com/tracks/134533440/attachments,,235,True,2014/02/13 03:35:04 +0000,0,,False,242542,all,0,quizzy,134533440,,,track,,,2017/03/29 05:17:24 +0000,all-rights-reserved,9706,5822048,mp3,chad-footwork,https://soundcloud.com/chad-31/chad-footwork,0,,,,,,,2742,public,finished,https://api.soundcloud.com/tracks/134533440/stream,True,,Chad - Footwork,,https://api.soundcloud.com/tracks/134533440,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000309427018-jzub8e-large.jpg', 'id': 20009260, 'last_modified': '2017/04/24 16:47:37 +0000', 'permalink_url': 'http://soundcloud.com/chad-31', 'uri': 'https://api.soundcloud.com/users/20009260', 'username': '#TouchMoney', 'permalink': 'chad-31', 'kind': 'user'}",False,20009260,,,https://w1.sndcdn.com/5zMUJ0mQIIT4_m.png
3,https://i1.sndcdn.com/artworks-000205776301-nyaf3y-large.jpg,https://api.soundcloud.com/tracks/305618314/attachments,,99,True,2017/02/01 17:46:41 +0000,0,,False,234313,all,0,Bass House,305618314,,,track,,,2017/08/28 10:01:32 +0000,all-rights-reserved,3338,62069164,wav,ffxkwfootwork,https://soundcloud.com/freefallsf/ffxkwfootwork,0,Free Download,http://edmlead.net/gate/freefallkylewalker,,1.0,2.0,2017.0,1129,public,finished,https://api.soundcloud.com/tracks/305618314/stream,True,"FreeFall ""Kyle Walker"" Footwork ""Run The Trap"" ""Free Download""",FreeFall & Kyle Walker- Footwork,,https://api.soundcloud.com/tracks/305618314,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000335943976-4ihcs4-large.jpg', 'id': 1677764, 'last_modified': '2017/11/24 20:43:43 +0000', 'permalink_url': 'http://soundcloud.com/freefallsf', 'uri': 'https://api.soundcloud.com/users/1677764', 'username': 'FreeFall', 'permalink': 'freefallsf', 'kind': 'user'}",False,1677764,,,https://w1.sndcdn.com/MERyuZ19sVUi_m.png
4,https://i1.sndcdn.com/artworks-000033237437-09hub8-large.jpg,https://api.soundcloud.com/tracks/56353073/attachments,,7,True,2012/08/15 03:09:09 +0000,268,,False,192202,all,0,Mashup,56353073,,,track,,,2015/11/28 08:37:40 +0000,cc-by-nc,57,7683133,mp3,03-rock-that-tenderoni-footwork,https://soundcloud.com/elocnep/03-rock-that-tenderoni-footwork,0,,,,,,,3,public,finished,https://api.soundcloud.com/tracks/56353073/stream,True,kaskade skrillex blackeyedpeas chromeo bennybenassi yuksek fatmanscoop feddelegrand rocknroll putyourhandsup putyourhandsupfordetroit extraball satisfaction tenderoni fancyfootwork rockthatbody lickit kube elocnep mashup smashthedancefloor,08 Rock That Tenderoni Footwork To My Satisfaction And Lick My Extraball,,https://api.soundcloud.com/tracks/56353073,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000000609064-fdx0t5-large.jpg', 'id': 153347, 'last_modified': '2014/11/02 17:30:08 +0000', 'permalink_url': 'http://soundcloud.com/elocnep', 'uri': 'https://api.soundcloud.com/users/153347', 'username': 'Elocnep', 'permalink': 'elocnep', 'kind': 'user'}",False,153347,,,https://w1.sndcdn.com/tB6ZFS4AjfEi_m.png
5,https://i1.sndcdn.com/artworks-000038391313-slosgi-large.jpg,https://api.soundcloud.com/tracks/75086646/attachments,,139,True,2013/01/15 22:19:53 +0000,996,,False,312113,all,0,FOOTWORK,75086646,,,track,,,2017/11/01 11:52:28 +0000,all-rights-reserved,2964,12650588,mp3,clams-casino-im-god-p-80,https://soundcloud.com/p80music/clams-casino-im-god-p-80,0,FREE D/L,http://click.dj/p80music/clams-casino-im-god-p-80,,,,,557,public,finished,https://api.soundcloud.com/tracks/75086646/stream,True,footwork juke 808 chicago clams lil b casino bass uk funky electronic future garage,Clams Casino - Im God (P-80 Footwork Refix) [FREE DOWNLOAD],remix,https://api.soundcloud.com/tracks/75086646,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000220629919-rcsoe9-large.jpg', 'id': 81166, 'last_modified': '2016/10/14 15:43:49 +0000', 'permalink_url': 'http://soundcloud.com/p80music', 'uri': 'https://api.soundcloud.com/users/81166', 'username': 'P-80', 'permalink': 'p80music', 'kind': 'user'}",False,81166,,,https://w1.sndcdn.com/ihY0KrXMBDan_m.png
6,https://i1.sndcdn.com/artworks-000228346376-3fdc4p-large.jpg,https://api.soundcloud.com/tracks/180933148/attachments,,50,True,2014/12/10 22:41:02 +0000,497,https://api.soundcloud.com/tracks/180933148/download,True,1740675,all,0,House,180933148,,,track,,,2017/08/19 09:18:34 +0000,all-rights-reserved,2711,307019994,aiff,cut-that-final-destination-sub,https://soundcloud.com/footworkfuel/cut-that-final-destination-sub,0,,,,,,,490,public,finished,https://api.soundcloud.com/tracks/180933148/stream,True,,Some Shitty Mix,,https://api.soundcloud.com/tracks/180933148,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000357120086-lm1863-large.jpg', 'id': 77309659, 'last_modified': '2017/11/28 15:46:41 +0000', 'permalink_url': 'http://soundcloud.com/footworkfuel', 'uri': 'https://api.soundcloud.com/users/77309659', 'username': 'Footwork Fuel', 'permalink': 'footworkfuel', 'kind': 'user'}",False,77309659,,,https://w1.sndcdn.com/bzbwON1IUfpR_m.png
7,https://i1.sndcdn.com/artworks-000158776962-svbhe9-large.jpg,https://api.soundcloud.com/tracks/259734759/attachments,,24,True,2016/04/18 20:39:26 +0000,0,,False,238206,all,0,House,259734759,,,track,,,2016/12/17 17:22:37 +0000,all-rights-reserved,1144,11277526,mp3,sloth-punch-footwork-original-mix,https://soundcloud.com/slothpunch/sloth-punch-footwork-original-mix,0,,https://slothpunch.lnk.to/Footwork,,,,,171,public,finished,https://api.soundcloud.com/tracks/259734759/stream,True,"House ""Future House"" ""Bass House"" ""Deep House"" Edm Dance Footwork ""Sloth Punch""",Sloth Punch - Footwork (Original Mix),,https://api.soundcloud.com/tracks/259734759,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000217369761-85cwzj-large.jpg', 'id': 216998998, 'last_modified': '2017/01/19 10:12:41 +0000', 'permalink_url': 'http://soundcloud.com/slothpunch', 'uri': 'https://api.soundcloud.com/users/216998998', 'username': 'Sloth Punch', 'permalink': 'slothpunch', 'kind': 'user'}",False,216998998,,,https://w1.sndcdn.com/o5zbQJKwd2Dk_m.png
8,https://i1.sndcdn.com/artworks-000245429981-udzua5-large.jpg,https://api.soundcloud.com/tracks/345199419/attachments,,210,True,2017/10/03 19:26:50 +0000,0,,False,334529,all,0,bass house,345199419,,,track,,,2017/11/16 04:52:35 +0000,all-rights-reserved,973,58995642,wav,boss-uggo-footwork,https://soundcloud.com/makethecrowdgo/boss-uggo-footwork,0,Free Download,http://deluxe.musidev.com/gate/boss-uggo-footwork,,,,,403,public,finished,https://api.soundcloud.com/tracks/345199419/stream,True,"boss uggo footwork make the crowd go ""deep house"" house bass electronic edm & dance ""brazilian bass"" free download",BOSS & UGGO - Footwork [MTCG Premiere],,https://api.soundcloud.com/tracks/345199419,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000308910747-7316o1-large.jpg', 'id': 136034238, 'last_modified': '2017/11/18 01:28:13 +0000', 'permalink_url': 'http://soundcloud.com/makethecrowdgo', 'uri': 'https://api.soundcloud.com/users/136034238', 'username': 'Make The Crowd Go', 'permalink': 'makethecrowdgo', 'kind': 'user'}",False,136034238,,,https://w1.sndcdn.com/aPE6ZnMS6USe_m.png
9,,https://api.soundcloud.com/tracks/159562800/attachments,,19,True,2014/07/20 22:40:55 +0000,100,,False,3620780,all,0,House,159562800,,,track,,,2016/12/15 17:03:03 +0000,all-rights-reserved,1854,144816716,mp3,x5-dubs-footwork-mix-part-1,https://soundcloud.com/x5dubs-free-mixes/x5-dubs-footwork-mix-part-1,0,,,,,,,332,public,finished,https://api.soundcloud.com/tracks/159562800/stream,True,,x5 dubs - Footwork Mix Part 1 FREE DOWNLOAD,,https://api.soundcloud.com/tracks/159562800,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000045498548-vxfrr0-large.jpg', 'id': 35130705, 'last_modified': '2014/11/09 11:26:50 +0000', 'permalink_url': 'http://soundcloud.com/x5dubs-free-mixes', 'uri': 'https://api.soundcloud.com/users/35130705', 'username': 'x5dubs free mixes', 'permalink': 'x5dubs-free-mixes', 'kind': 'user'}",False,35130705,,,https://w1.sndcdn.com/Fjy7mYV9yBfO_m.png
10,https://i1.sndcdn.com/artworks-000035103867-wxf294-large.jpg,https://api.soundcloud.com/tracks/69208871/attachments,,64,True,2012/11/28 19:52:37 +0000,7072,https://api.soundcloud.com/tracks/69208871/download,True,191626,all,0,Trap,69208871,,,track,,,2016/12/07 15:31:26 +0000,all-rights-reserved,689,10191723,mp3,oh-ok-yeah-thats-cool-footwork,https://soundcloud.com/maddecent/oh-ok-yeah-thats-cool-footwork,0,,,,,,,99,public,finished,https://api.soundcloud.com/tracks/69208871/stream,True,,Djemba Djemba- Oh Ok Yeah That's Cool (FootwoRk Remix),,https://api.soundcloud.com/tracks/69208871,"{'avatar_url': 'https://i1.sndcdn.com/avatars-000295911652-nf9tch-large.jpg', 'id': 14730, 'last_modified': '2017/11/24 21:50:00 +0000', 'permalink_url': 'http://soundcloud.com/maddecent', 'uri': 'https://api.soundcloud.com/users/14730', 'username': 'Mad Decent', 'permalink': 'maddecent', 'kind': 'user'}",False,14730,,,https://w1.sndcdn.com/nqnPK3CWqd9H_m.png
